FICE (Federal ID number),College name,State (postal code),School Type,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Pct. new students from top 10% of H.S. class,Pct. new students from top 25% of H.S. class,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Pct. of faculty with Ph.D.'s,Pct. of faculty with terminal degree,Student/faculty ratio,Pct.alumni who donate,Instructional expenditure per student,Graduation rate,Private,Public
1745,Quincy University,IL,Private,528.0,496.0,1024.0,23.0,490.0,590.0,450.0,560.0,21.0,27.0,1025.0,707.0,297.0,22.0,66.0,1070.0,72.0,10100.0,10100.0,4140.0,1750.0,2390.0,210.0,450.0,1080.0,69.0,71.0,16.3,32.0,6880.0,80.0,1,0
1748,Rockford College,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,26.0,591.0,505.0,196.0,15.0,37.0,907.0,364.0,12305.0,12305.0,4066.0,4066.0,2060.983830845771,392.0126459143969,800.0,1940.0,57.0,64.0,12.3,33.0,8695.0,60.40531561461794,1,0
1749,Roosevelt University,IL,Private,512.9771739130434,466.6125,979.3584598698482,19.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,15.0,21.0,422.0,367.0,218.0,13.0,40.0,1700.0,2902.0,8580.0,8580.0,5100.0,5100.0,2060.983830845771,80.0,600.0,1389.2917038358607,75.0,79.0,12.2,13.0,8995.0,77.0,1,0
1750,Rosary College,IL,Private,512.9771739130434,466.6125,979.3584598698482,21.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,24.0,434.0,321.0,141.0,28.0,53.0,624.0,269.0,10950.0,10950.0,4600.0,2514.6819571865444,2060.983830845771,95.0,550.0,950.0,79.0,82.0,12.9,30.0,9264.0,81.0,1,0
1758,Southern Illinois University at Carbondale,IL,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,2752.0975232198143,1870.6831913245546,2158.0,25.67197750702905,52.35,16961.0,2499.0,2318.0,6953.0,3256.0,1920.0,1336.0,864.0,600.0,2608.0,71.0,75.23113207547169,14.9,6.0,9158.0,44.0,0,1
1759,Southern Illinois University at Edwardsville,IL,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,2540.0,2195.0,994.0,13.0,40.0,6063.0,2550.0,1824.0,5472.0,3598.0,1570.0,2028.0,488.0,221.0,2216.0,76.0,81.0,16.5,8.0,7498.0,43.0,0,1
1767,Illinois Benedictine College,IL,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,607.0,558.0,269.0,22.0,47.0,1222.0,519.0,10500.0,10500.0,4348.0,2514.6819571865444,2060.983830845771,150.0,650.0,1500.0,81.0,91.0,11.6,29.0,8324.0,75.0,1,0
1768,Saint Xavier University,IL,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.259858154496555,21.740141845503445,785.0,647.0,295.0,15.0,65.0,1670.0,726.0,10860.0,10860.0,4624.0,2666.0,1958.0,110.0,600.0,794.0,87.0,100.0,13.7,15.0,8953.0,55.0,1,0
1772,Trinity College,IL,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,746.0,473.0,317.0,39.0,82.0,834.0,50.0,9600.0,9600.0,4110.0,2030.0,2080.0,75.0,600.0,1300.0,54.0,56.0,21.9,20.91296296296296,5252.0,28.0,1,0
1774,University of Chicago,IL,Private,675.0,625.0,1300.0,29.0,630.0,720.0,570.0,680.0,27.0,31.0,6348.0,2999.0,922.0,68.0,94.0,3340.0,39.0,18930.0,18930.0,6380.0,3070.0,3310.0,486.0,500.0,1254.0,99.0,99.0,5.3,36.0,36854.0,90.0,1,0
1775,University of Illinois - Urbana,IL,Public,617.0,522.0,1139.0,27.0,550.0,700.0,470.0,580.0,23.0,29.0,14939.0,11652.0,5705.0,52.0,88.0,25422.0,911.0,2760.0,7560.0,4574.0,1780.0,2794.0,920.0,500.0,1982.0,87.0,90.0,17.4,13.0,8559.0,81.0,0,1
1776,University of Illinois at Chicago,IL,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,8384.0,5727.0,2710.0,22.0,50.0,13518.0,2916.0,2520.0,7230.0,5088.0,3198.0,1890.0,1108.0,630.0,3228.0,82.0,84.0,10.0,6.0,13883.0,34.0,0,1
1780,Western Illinois University,IL,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,24.0,6491.0,5027.0,1563.0,6.0,24.0,9015.0,1449.0,1902.0,5706.0,3193.0,1843.0,1350.0,705.0,600.0,1993.0,77.0,77.0,17.2,20.91296296296296,6566.0,55.0,0,1
1781,Wheaton College,IL,Private,620.0,565.0,1185.0,27.5,570.0,670.0,510.0,620.0,25.0,30.0,1432.0,920.0,548.0,56.0,84.0,2200.0,56.0,11480.0,11480.0,4200.0,2440.0,1760.0,392.0126459143969,530.0,1400.0,81.0,83.0,12.7,40.0,11916.0,85.0,1,0
1785,Anderson University,IN,Private,462.0,423.0,885.0,21.0,390.0,540.0,360.0,490.0,18.0,23.0,1216.0,908.0,423.0,19.0,40.0,1819.0,281.0,10100.0,10100.0,3520.0,1620.0,1900.0,200.0,550.0,1100.0,48.0,61.0,12.1,14.0,7994.0,59.0,1,0
1786,Ball State University,IN,Public,473.0,422.0,895.0,21.0,400.0,530.0,360.0,470.0,18.0,24.0,9361.0,7910.0,3849.0,38.0,50.0,16148.0,2207.0,2864.0,7244.0,3608.0,3608.0,2060.983830845771,392.0126459143969,500.0,1500.0,69.0,75.23113207547169,17.7,25.0,7449.0,51.0,0,1
1787,Bethel College,IN,Private,490.0,453.0,943.0,22.0,410.0,570.0,380.0,500.0,18.0,25.0,495.0,415.0,267.0,15.0,37.0,733.0,402.0,9300.0,9300.0,3000.0,1300.0,1700.0,392.0126459143969,500.0,1389.2917038358607,51.0,54.0,14.6,38.0,6392.0,60.40531561461794,1,0
1788,Butler University,IN,Private,544.0,484.0,1028.0,25.0,480.0,610.0,420.0,540.0,22.0,28.0,2362.0,2037.0,700.0,40.0,68.0,2607.0,148.0,13130.0,13130.0,4650.0,2480.0,2170.0,65.0,500.0,1600.0,77.0,81.0,10.9,29.0,9511.0,83.0,1,0
1792,DePauw University,IN,Private,605.0,550.0,1155.0,25.5,540.0,670.0,490.0,610.0,23.0,28.0,1994.0,1656.0,495.0,50.0,80.0,1983.0,36.0,14300.0,14300.0,5020.0,2510.0,2510.0,200.0,550.0,950.0,78.0,94.0,11.1,31.0,11525.0,82.0,1,0
1793,Earlham College,IN,Private,570.0,550.0,1120.0,25.0,490.0,630.0,480.0,600.0,23.0,29.0,1358.0,1006.0,274.0,35.0,63.0,1028.0,13.0,15036.0,15036.0,4056.0,1899.0,2157.0,273.0,600.0,600.0,90.0,94.0,10.6,46.0,14634.0,78.0,1,0
1795,University of Evansville,IN,Private,538.0,498.0,1036.0,24.5,470.0,600.0,420.0,550.0,22.0,27.0,2096.0,1626.0,694.0,35.0,67.0,2551.0,407.0,11800.0,11800.0,4340.0,2520.0,1820.0,200.0,700.0,960.0,60.0,81.0,15.8,26.0,7780.0,77.0,1,0
1798,Franklin College,IN,Private,532.0,481.0,1013.0,22.0,480.0,630.0,430.0,580.0,20.259858154496555,23.740141845503445,804.0,632.0,281.0,29.0,72.0,840.0,68.0,10390.0,10390.0,4040.0,1790.0,2250.0,110.0,525.0,1345.0,54.0,78.0,12.5,37.0,11751.0,60.0,1,0
1799,Goshen College,IN,Private,519.0,487.0,1006.0,22.234338747099766,410.0,570.0,400.0,550.0,19.716602984622803,24.59198170215222,440.0,396.0,221.0,26.0,51.0,910.0,166.0,9420.0,9420.0,3730.0,1800.0,1930.0,392.0126459143969,600.0,1230.0,51.0,56.0,9.9,46.0,10270.0,72.0,1,0
1800,Grace College and Seminary,IN,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.259858154496555,22.740141845503445,548.0,428.0,167.0,18.0,46.0,618.0,113.0,8958.0,8958.0,3670.0,1862.0,1956.0,392.0126459143969,300.0,1000.0,53.0,59.0,15.3,26.0,9798.0,64.0,1,0
1801,Hanover College,IN,Private,541.0,486.0,1040.0,24.0,470.0,600.0,420.0,540.0,21.0,27.0,1006.0,837.0,317.0,33.0,65.0,1024.0,15.0,8200.0,8200.0,3485.0,1540.0,1945.0,350.0,500.0,1200.0,84.0,84.0,10.6,26.0,9248.0,64.0,1,0
1803,Huntington College,IN,Private,480.0,422.0,902.0,21.0,480.0,565.0,375.0,458.0,18.0,24.0,450.0,430.0,125.0,20.0,46.0,488.0,43.0,9950.0,9950.0,3920.0,3920.0,2060.983830845771,250.0,300.0,1300.0,76.0,76.0,11.8,25.0,9466.0,47.0,1,0
1804,University of Indianapolis,IN,Private,487.0,432.0,919.0,21.0,400.0,570.0,370.0,490.0,18.0,25.0,1487.0,1276.0,388.0,26.0,51.0,1417.0,1646.0,11120.0,11120.0,4080.0,4080.0,2060.983830845771,30.0,525.0,1405.0,55.0,56.0,11.1,23.0,6735.0,69.0,1,0
1805,Indiana Institute of Technology,IN,Private,491.0,446.0,937.0,22.0,410.0,580.0,340.0,470.0,17.0,27.0,1052.0,810.0,167.0,7.0,47.0,477.0,602.0,8120.0,8120.0,3790.0,3790.0,2060.983830845771,392.0126459143969,549.9728867623604,1389.2917038358607,40.0,60.0,15.4,15.0,6111.0,60.40531561461794,1,0
1808,University of Southern Indiana,IN,Public,429.0,384.0,813.0,18.0,383.2537637435972,474.7462362564028,344.67772052771244,423.32227947228756,16.259858154496555,19.740141845503445,2379.0,2133.0,1292.0,8.0,25.0,4283.0,2973.0,2040.0,4973.0,3192.0,1660.0,1532.0,20.0,500.0,1425.0,56.0,65.0,22.0,21.0,4078.0,38.0,0,1
1809,Indiana University at Bloomington,IN,Public,530.0,466.0,996.0,24.0,484.2537637435972,575.7462362564028,426.67772052771244,505.32227947228756,22.259858154496555,25.740141845503445,16587.0,13243.0,5873.0,25.0,72.0,24763.0,2717.0,2984.0,9766.0,3990.0,2514.6819571865444,2060.983830845771,389.0,600.0,2000.0,77.0,88.0,21.3,24.0,8686.0,68.0,0,1
1811,Indiana Univ. East,IN,Public,405.0,370.0,775.0,18.5,330.0,480.0,320.0,420.0,14.0,23.0,814.0,814.0,616.0,6.0,24.0,988.0,1356.0,2369.0,6140.0,4162.106851549755,2514.6819571865444,2060.983830845771,116.0,570.0,1389.2917038358607,52.0,76.0,13.8,29.0,5153.0,24.0,0,1
1812,Indiana Univ.-Purdue Univ. at Fort Wayne,IN,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,2464.0,2306.0,1714.0,7.0,32.0,4981.0,5917.0,2090.0,5170.0,4162.106851549755,2514.6819571865444,2060.983830845771,91.0,500.0,2000.0,67.0,84.0,16.0,20.91296296296296,4843.0,41.0,0,1
1813,Indiana Univ.-Purdue Univ. at Indianapolis,IN,Public,428.0,388.0,816.0,19.0,360.0,490.0,330.0,440.0,17.0,21.0,4630.0,3655.0,2301.0,5.0,27.0,9216.0,11176.0,2766.0,8490.0,4162.106851549755,2514.6819571865444,2060.983830845771,212.0,600.0,2200.0,69.0,85.0,10.4,39.0,12803.0,25.0,0,1
1814,Indiana Univ. at Kokomo,IN,Public,415.0,387.0,802.0,22.234338747099766,369.2537637435972,460.7462362564028,347.67772052771244,426.32227947228756,19.716602984622803,24.59198170215222,1108.0,1086.0,723.0,4.0,26.0,1139.0,2070.0,2369.0,6140.0,4162.106851549755,2514.6819571865444,2060.983830845771,90.0,660.0,1389.2917038358607,60.0,79.0,14.7,31.0,6303.0,23.0,0,1
1815,Indiana Univ. Northwest,IN,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1572.0,1241.0,907.0,5.0,18.0,2699.0,2611.0,2369.0,6140.0,4162.106851549755,2514.6819571865444,2060.983830845771,96.0,500.0,1389.2917038358607,56.0,78.0,18.2,5.0,4635.0,33.0,0,1
1816,Indiana Univ. at South Bend,IN,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1500.0,1250.0,980.0,10.0,30.0,2761.0,3341.0,2412.0,6594.0,4162.106851549755,2514.6819571865444,2060.983830845771,146.0,600.0,1389.2917038358607,69.0,84.0,14.4,17.0,5378.0,33.0,0,1
1817,Indiana Univ. Southeast,IN,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1265.0,1256.0,911.0,25.67197750702905,52.35,2728.0,2660.0,2369.0,6140.0,4162.106851549755,2514.6819571865444,2060.983830845771,73.0,500.0,1389.2917038358607,76.0,89.0,16.7,22.0,4546.0,33.0,0,1
1820,Manchester College,IN,Private,508.0,442.0,950.0,22.0,440.0,580.0,370.0,500.0,19.0,25.0,1004.0,802.0,239.0,23.0,63.0,909.0,51.0,10440.0,10440.0,3850.0,1960.0,1890.0,350.0,525.0,1450.0,63.0,72.0,11.8,20.0,7940.0,64.0,1,0
1821,Marian College,IN,Private,455.0,412.0,867.0,22.234338747099766,400.0,530.0,380.0,460.0,19.716602984622803,24.59198170215222,770.0,542.0,238.0,15.0,42.0,923.0,427.0,9990.0,9990.0,3822.0,3822.0,2060.983830845771,164.0,450.0,1540.0,38.0,46.0,10.4,20.91296296296296,7799.0,61.0,1,0
1822,Indiana Wesleyan University,IN,Private,455.0,408.0,863.0,21.0,409.2537637435972,500.7462362564028,368.67772052771244,447.32227947228756,19.259858154496555,22.740141845503445,735.0,423.0,366.0,20.0,48.0,2448.0,707.0,9210.0,9210.0,3782.0,1558.0,2224.0,392.0126459143969,700.0,1000.0,49.0,51.0,39.8,15.0,6562.0,34.0,1,0
1824,Oakland City College,IN,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,495.0,465.0,275.0,18.0,35.0,695.0,193.0,7620.0,7260.0,2984.0,998.0,1986.0,186.0,740.0,900.0,41.0,41.0,11.5,20.91296296296296,5514.0,62.0,1,0
1825,Purdue University at West Lafayette,IN,Public,545.0,453.0,998.0,24.0,470.0,620.0,390.0,510.0,22.0,27.0,21804.0,18744.0,5874.0,29.0,60.0,26213.0,4065.0,2884.0,9556.0,3990.0,2514.6819571865444,2060.983830845771,392.0126459143969,570.0,1060.0,86.0,86.0,18.2,15.0,8604.0,67.0,0,1
1827,Purdue University Calumet,IN,Public,440.0,450.0,890.0,22.0,394.2537637435972,485.7462362564028,410.67772052771244,489.32227947228756,20.259858154496555,23.740141845503445,2752.0975232198143,1870.6831913245546,778.8804934464148,25.67197750702905,52.35,3831.0,4186.0,2374.0,5521.0,4162.106851549755,2514.6819571865444,2060.983830845771,30.0,490.0,1389.2917038358607,68.64566929133858,75.23113207547169,14.858769230769223,20.91296296296296,8987.890736342042,60.40531561461794,0,1
1830,Rose-Hulman Institute of Technology,IN,Private,670.0,540.0,1210.0,30.0,600.0,710.0,490.0,600.0,28.259858154496555,31.740141845503445,3320.0,1840.0,381.0,73.0,93.0,1320.0,1081.5267716535434,13380.0,13380.0,4206.0,2070.0,2136.0,120.0,600.0,600.0,91.0,91.0,13.6,42.0,13550.0,97.0,1,0
1832,Saint Francis College,IN,Private,450.0,410.0,860.0,21.0,380.0,530.0,370.0,470.0,18.0,23.0,213.0,166.0,85.0,13.0,36.0,513.0,247.0,8670.0,8670.0,3820.0,3820.0,2060.983830845771,80.0,450.0,1000.0,43.0,78.0,12.5,4.0,7440.0,48.0,1,0
1833,Saint Joseph's College,IN,Private,494.0,423.0,917.0,22.0,430.0,580.0,370.0,480.0,20.0,26.0,920.0,684.0,225.0,24.0,42.0,815.0,222.0,11200.0,11200.0,4250.0,4250.0,2060.983830845771,330.0,600.0,950.0,55.0,60.0,14.8,19.0,7360.0,67.0,1,0
1834,Calumet College of St. Joseph,IN,Private,360.0,360.0,720.0,17.0,310.0,410.0,280.0,440.0,17.0,17.0,225.0,203.0,176.0,13.0,24.0,470.0,627.0,3960.0,3960.0,4162.106851549755,2514.6819571865444,2060.983830845771,25.0,549.9728867623604,1389.2917038358607,37.0,60.0,10.6,20.91296296296296,4119.0,60.40531561461794,1,0
1835,Saint Mary-of-the-Woods College,IN,Private,422.0,392.0,814.0,20.0,376.2537637435972,467.7462362564028,352.67772052771244,431.32227947228756,18.259858154496555,21.740141845503445,150.0,130.0,88.0,23.0,50.0,341.0,768.0,10300.0,10300.0,4130.0,1590.0,2540.0,400.0,500.0,1700.0,44.0,58.0,10.2,37.0,9678.0,75.0,1,0
1836,Saint Mary's College,IN,Private,538.0,488.0,1026.0,25.0,490.0,600.0,430.0,530.0,23.0,27.0,888.0,734.0,393.0,26.0,60.0,1433.0,27.0,12730.0,12730.0,4514.0,2652.0,1862.0,901.0,500.0,1525.0,74.0,95.0,9.9,31.0,11165.0,98.0,1,0
1837,Saint Meinrad College,IN,Private,512.9771739130434,466.6125,979.3584598698482,20.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,69.0,44.0,36.0,30.0,44.0,118.0,1081.5267716535434,6004.0,6004.0,4226.0,2514.6819571865444,2060.983830845771,76.0,400.0,2100.0,67.0,67.0,4.9,23.0,8987.890736342042,60.40531561461794,1,0
1838,Taylor University,IN,Private,579.0,513.0,1092.0,25.0,570.0,640.0,460.0,560.0,23.0,28.0,1769.0,1092.0,437.0,41.0,80.0,1757.0,81.0,10965.0,10965.0,4000.0,1900.0,2100.0,210.0,450.0,1250.0,60.0,61.0,14.2,32.0,8294.0,98.0,1,0
1839,Tri-State University,IN,Private,502.0,409.0,911.0,21.0,440.0,570.0,360.0,460.0,18.0,24.0,1262.0,1102.0,276.0,14.0,40.0,978.0,98.0,9456.0,9456.0,4350.0,2514.6819571865444,2060.983830845771,186.0,468.0,1323.0,53.0,53.0,12.8,24.0,7603.0,65.0,1,0
1840,University of Notre Dame,IN,Private,650.0,570.0,1220.0,22.234338747099766,620.0,720.0,540.0,640.0,19.716602984622803,24.59198170215222,7700.0,3700.0,1906.0,79.0,96.0,7671.0,30.0,16850.0,16850.0,4400.0,4400.0,2060.983830845771,147.0,600.0,1350.0,96.0,92.0,13.1,46.0,13936.0,97.0,1,0
1842,Valparaiso University,IN,Private,600.0,530.0,1130.0,27.5,530.0,670.0,470.0,590.0,25.0,30.0,2075.0,1727.0,520.0,49.0,81.0,2501.0,198.0,11800.0,11800.0,3260.0,1300.0,1960.0,450.0,500.0,800.0,87.0,89.0,14.2,23.0,9681.0,95.0,1,0
1844,Wabash College,IN,Private,600.0,510.0,1110.0,22.234338747099766,540.0,660.0,440.0,580.0,19.716602984622803,24.59198170215222,800.0,623.0,256.0,41.0,76.0,801.0,5.0,12925.0,12925.0,4195.0,1480.0,2715.0,250.0,500.0,635.0,78.0,85.0,9.9,55.0,14904.0,72.0,1,0
9563,Indiana State University,IN,Public,434.0,391.0,825.0,20.0,360.0,500.0,330.0,450.0,17.0,22.0,5659.0,4761.0,3147.0,10.0,31.0,8596.0,1949.0,2802.0,6892.0,3706.0,2514.6819571865444,2060.983830845771,392.0126459143969,600.0,2500.0,72.0,76.0,16.6,8.0,6996.0,40.0,0,1
1903,Baker University,KS,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,25.0,602.0,483.0,206.0,21.0,47.0,958.0,466.0,8620.0,8620.0,4100.0,1900.0,2200.0,310.0,400.0,2250.0,58.0,68.0,11.0,21.0,6136.0,65.0,1,0
1904,Bethany College,KS,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,24.0,878.0,816.0,200.0,16.0,41.0,706.0,62.0,8740.0,8740.0,3363.0,1463.0,1900.0,105.0,550.0,1700.0,62.0,68.0,11.6,29.0,7718.0,48.0,1,0
1905,Bethel College,KS,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,26.0,202.0,184.0,122.0,19.0,42.0,537.0,101.0,8540.0,8540.0,3580.0,1960.0,1620.0,200.0,500.0,1400.0,61.0,80.0,8.8,32.0,8324.0,56.0,1,0
1915,Fort Hays State University,KS,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1363.0,1363.0,806.0,25.67197750702905,33.0,3640.0,706.0,1734.0,4869.0,2950.0,2950.0,2060.983830845771,392.0126459143969,500.0,1389.2917038358607,65.0,68.0,18.1,20.91296296296296,5804.0,44.0,0,1
1918,Friends University,KS,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.259858154496555,21.740141845503445,358.0,276.0,172.0,5.0,24.0,838.0,122.0,8516.0,8516.0,3130.0,2514.6819571865444,1910.0,115.0,650.0,1389.2917038358607,55.0,30.0,25.0,19.0,4962.0,49.0,1,0
1926,Pittsburg State University,KS,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.259858154496555,22.740141845503445,1419.0,1313.0,813.0,11.0,30.0,4469.0,499.0,1778.0,5424.0,3000.0,3000.0,2060.983830845771,392.0126459143969,300.0,2000.0,52.0,52.0,23.2,20.91296296296296,1834.0,58.0,0,1
1927,Emporia State University,KS,Public,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,23.0,1256.0,1256.0,853.0,43.0,79.0,3957.0,588.0,1729.0,5401.0,3144.0,1512.0,1632.0,392.0126459143969,450.0,1888.0,72.0,75.0,19.3,4.0,5527.0,50.0,0,1
1928,Kansas State University,KS,Public,512.9771739130434,466.6125,979.3584598698482,22.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,26.0,5880.0,4075.0,2833.0,25.0,55.0,14914.0,2246.0,1713.0,6995.0,3120.0,3120.0,2060.983830845771,403.0,600.0,2000.0,76.0,86.0,18.5,22.0,6122.0,54.0,0,1
1929,Kansas Wesleyan University,KS,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.259858154496555,22.740141845503445,589.0,575.0,148.0,16.0,40.0,474.0,258.0,8400.0,8400.0,3250.0,1850.0,1400.0,120.0,500.0,1400.0,63.0,55.0,12.4,14.0,6535.0,68.0,1,0
1933,McPherson College,KS,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.259858154496555,23.740141845503445,420.0,293.0,93.0,11.0,32.0,336.0,80.0,7950.0,7950.0,3750.0,1550.0,2200.0,260.0,600.0,2740.0,54.0,54.0,9.8,45.0,9754.0,48.0,1,0
1937,Ottawa University,KS,Private,512.9771739130434,466.6125,979.3584598698482,20.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,16.0,24.0,607.0,388.0,236.0,8.0,19.0,538.0,36.0,7250.0,7250.0,3245.0,1945.0,1300.0,392.0126459143969,400.0,2730.0,47.0,57.0,14.5,19.0,8987.890736342042,46.0,1,0
1940,Southwestern College,KS,Private,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.259858154496555,22.740141845503445,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,7200.0,3532.0,2514.6819571865444,2060.983830845771,392.0126459143969,550.0,1500.0,56.0,56.0,11.8,12.0,7818.0,52.0,1,0
1943,Saint Mary College,KS,Private,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,273.0,229.0,66.0,25.0,60.0,439.0,415.0,7800.0,7800.0,3880.0,3820.0,2060.983830845771,270.0,800.0,1389.2917038358607,50.0,80.0,8.2,45.0,7364.0,53.0,1,0
1945,Sterling College,KS,Private,441.0,402.0,843.0,22.0,395.2537637435972,486.7462362564028,362.67772052771244,441.32227947228756,20.259858154496555,23.740141845503445,479.0,373.0,127.0,20.0,43.0,631.0,133.0,8280.0,8280.0,3260.0,2514.6819571865444,2060.983830845771,100.0,500.0,1389.2917038358607,50.0,50.0,16.1,29.0,10049.0,36.0,1,0
1946,Tabor College,KS,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.259858154496555,23.740141845503445,257.0,183.0,109.0,19.0,41.0,396.0,38.0,7850.0,7850.0,3410.0,2010.0,1400.0,200.0,400.0,1500.0,55.0,70.0,10.0,15.0,7233.0,53.0,1,0
1948,University of Kansas,KS,Public,512.9771739130434,466.6125,979.3584598698482,23.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,20.0,26.0,8579.0,5561.0,3681.0,25.0,50.0,17880.0,1673.0,1650.0,6994.0,3384.0,2514.6819571865444,2060.983830845771,388.0,700.0,2681.0,88.0,94.0,13.7,17.0,9657.0,57.0,0,1
1949,Washburn University,KS,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1100.0,1078.0,560.0,25.67197750702905,36.0,3157.0,2705.0,2790.0,4774.0,3210.0,1410.0,1800.0,32.0,450.0,1000.0,82.0,82.0,13.8,20.91296296296296,5828.0,53.0,0,1
1950,Wichita State University,KS,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,24.0,2901.0,2236.0,896.0,25.67197750702905,39.0,6550.0,5083.0,1650.0,6994.0,3299.0,2514.6819571865444,2060.983830845771,465.0,450.0,350.0,82.0,87.0,20.4,17.0,5950.0,32.0,0,1
