FICE (Federal ID number),College name,State (postal code),"Type  (I, IIA, or IIB)",Average salary - full professors,Average salary - associate professors,Average salary - assistant professors,Average salary - all ranks,Average compensation - full professors,Average compensation - associate professors,Average compensation - assistant professors,Average compensation - all ranks,Number of full professors,Number of associate professors,Number of assistant professors,Number of instructors,Number of faculty - all ranks
3675,University of Utah,UT,I,61500.0,43200.0,38300.0,49800,79200.0,57400.0,51400.0,65200,388,231,216,25,860
3677,Utah State University,UT,I,51800.0,40300.0,36400.0,42000,68800.0,54600.0,49700.0,56700,199,165,158,20,583
3678,Southern Utah University,UT,IIB,42100.0,34900.0,29000.0,33500,54600.0,47300.0,41300.0,45900,33,48,55,11,147
3680,Weber State University,UT,IIB,48300.0,38800.0,34100.0,38900,63300.0,52200.0,45800.0,51800,160,97,124,61,459
3681,Westminster Coll. Slt.Lke.Cy,UT,IIB,44500.0,36700.0,32500.0,35900,57800.0,45900.0,39900.0,44800,15,25,35,4,79
3702,Averett College,VA,IIB,37200.0,31900.0,28100.0,32800,45400.0,39500.0,34200.0,40000,19,15,11,3,48
3704,Bridgewater College,VA,IIB,45000.0,39000.0,33200.0,38300,56300.0,48300.0,41700.0,47900,22,15,21,4,62
3705,College of William and Mary,VA,I,67900.0,49900.0,38200.0,52500,82700.0,62100.0,48400.0,65000,185,132,123,30,470
3706,Christopher Newport Univ.,VA,IIB,50900.0,44200.0,36300.0,41200,63200.0,55300.0,45800.0,51500,39,44,68,15,166
3708,Eastern Mennonite Coll.&Sem.,VA,IIB,38700.0,33500.0,28600.0,32500,48000.0,41100.0,35500.0,40200,26,13,15,13,69
3709,Emory and Henry College,VA,IIB,44000.0,35800.0,29600.0,36300,53100.0,43900.0,35100.0,43800,18,19,14,3,54
3711,Ferrum College,VA,IIB,41500.0,34200.0,29900.0,35300,50800.0,41700.0,36200.0,43100,27,21,16,5,69
3713,Hampden-Sydney College,VA,IIB,52900.0,39700.0,33800.0,41700,63100.0,48100.0,41900.0,50200,28,28,13,0,80
3714,Hampton University,VA,IIA,49400.0,37700.0,32300.0,35900,56800.0,44000.0,37400.0,41500,45,86,134,13,297
3715,Hollins College,VA,IIB,49800.0,39800.0,30600.0,38800,60900.0,51200.0,37400.0,48400,18,27,23,3,71
3719,Longwood College,VA,IIB,48700.0,42000.0,33600.0,39300,61100.0,52900.0,43100.0,49700,33,50,50,17,150
3720,Lynchburg College,VA,IIA,46500.0,39200.0,31700.0,39500,56700.0,48400.0,39600.0,48600,49,36,37,3,125
3721,James Madison University,VA,IIA,52100.0,44700.0,36600.0,44100,64700.0,56000.0,46600.0,55300,187,151,131,39,508
3723,Mary Baldwin College,VA,IIB,45700.0,37000.0,31100.0,36200,55100.0,45700.0,38000.0,44300,13,31,25,2,71
3724,Marymount University,VA,IIA,52400.0,41800.0,36900.0,44800,61600.0,49300.0,43400.0,52800,48,30,34,0,112
3728,Old Dominion University,VA,I,59500.0,45100.0,37000.0,44600,73100.0,56400.0,46800.0,55700,165,228,156,52,643
3732,Radford University,VA,IIA,49900.0,39300.0,35400.0,40700,61300.0,48800.0,44300.0,50500,137,119,92,43,391
3733,Randolph-Macon College,VA,IIB,52200.0,39500.0,31300.0,39900,63200.0,48400.0,38500.0,48800,22,30,21,6,79
3734,Randolph-Macon Woman's Coll.,VA,IIB,49500.0,41100.0,33700.0,40900,62300.0,51200.0,42400.0,51200,17,28,18,2,65
3735,Virginia Commonwealth Univ.,VA,I,61000.0,49200.0,40400.0,49100,75300.0,61100.0,50100.0,60900,220,310,211,43,784
3736,Roanoke College,VA,IIB,49400.0,40800.0,33800.0,41200,62400.0,52300.0,42200.0,52200,27,37,28,0,92
3737,Shenandoah University,VA,IIB,46300.0,38700.0,33000.0,39200,55400.0,46400.0,39400.0,46900,32,26,25,6,89
3739,Saint Paul's College,VA,IIB,31900.0,30900.0,27500.0,29000,39900.0,36800.0,34100.0,35700,8,9,8,8,33
3742,Sweet Briar College,VA,IIB,53900.0,43300.0,37200.0,46800,66600.0,52400.0,44500.0,57200,28,26,11,0,65
3744,University of Richmond,VA,IIA,71100.0,55000.0,41800.0,56500,88300.0,68600.0,51200.0,70000,80,70,72,0,222
3746,Mary Washington College,VA,IIB,47500.0,39700.0,32500.0,40100,60200.0,50700.0,42100.0,51300,59,43,48,0,157
3747,U. Va. Clinch Valley College,VA,IIB,44500.0,35200.0,31300.0,35000,55200.0,44200.0,39700.0,44000,17,14,18,4,58
3749,George Mason University,VA,I,75300.0,52400.0,44500.0,56800,90900.0,65000.0,55000.0,69600,210,266,156,43,675
3752,Virginia Intermont College,VA,IIB,33200.0,31800.0,27900.0,30700,39200.0,37300.0,33300.0,36300,7,15,12,0,34
3753,Virginia Military Institute,VA,IIB,53200.0,44600.0,36400.0,46700,66800.0,57300.0,46500.0,59000,52,14,24,2,94
3754,Virginia Poly.Inst.&St.Univ.,VA,I,65500.0,46700.0,40400.0,51900,80200.0,58200.0,50600.0,64100,598,526,270,91,1485
3764,Virginia State University,VA,IIA,45300.0,41600.0,37500.0,39800,55400.0,51000.0,46200.0,48900,55,49,59,28,191
3765,Norfolk State University,VA,IIA,49200.0,42900.0,35500.0,40600,61800.0,54500.0,45600.0,51600,83,88,92,30,297
3766,Virginia Union University,VA,IIB,40100.0,35100.0,26400.0,28300,45900.0,40400.0,30200.0,32400,8,15,37,8,78
3767,Virginia Wesleyan College,VA,IIB,52700.0,43200.0,35600.0,43600,64300.0,53400.0,44700.0,53800,28,11,24,9,72
3768,Washington & Lee University,VA,IIB,68500.0,48700.0,39700.0,59200,84200.0,60500.0,48000.0,72800,84,30,24,0,138
6968,University of Virginia,VA,I,77700.0,51700.0,43000.0,61000,95300.0,65300.0,54500.0,75700,445,277,201,18,973
10392,Liberty University,VA,IIA,40100.0,34100.0,27900.0,32700,45800.0,38900.0,32200.0,37500,44,56,51,17,168
29261,Christendom College,VA,IIB,52414.45562671546,41639.555555555555,27900.0,32000,65348.7648673376,52379.28888888889,33600.0,39600,1,5,7,0,13
3682,Bennington College,VT,IIB,52414.45562671546,41639.555555555555,35192.70008795075,37300,65348.7648673376,52379.28888888889,44211.257695690416,44900,0,0,0,0,46
3683,Castleton State College,VT,IIB,43200.0,35500.0,30200.0,35500,58000.0,48400.0,41000.0,48000,26,27,34,3,90
3687,Green Mountain College,VT,IIB,41600.0,35500.0,30900.0,34200,51800.0,44800.0,39000.0,43000,9,11,10,5,35
3688,Johnson State College,VT,IIB,42300.0,34900.0,30300.0,34200,55000.0,47800.0,42900.0,46900,14,21,29,2,66
3689,Lyndon State College,VT,IIB,43300.0,36600.0,29300.0,36600,58400.0,50100.0,41100.0,50000,18,22,17,0,57
3691,Middlebury College,VT,IIB,67800.0,46900.0,39800.0,51200,87800.0,59900.0,49300.0,65100,68,33,56,14,182
3692,Norwich University,VT,IIA,42300.0,35600.0,29700.0,37100,54500.0,46800.0,39400.0,48400,62,51,32,1,146
3694,Saint Michael's College,VT,IIB,50100.0,41400.0,34400.0,40400,67500.0,54800.0,45700.0,54000,33,38,46,0,122
3695,Trinity College of Vermont,VT,IIB,36400.0,34000.0,29900.0,32500,43200.0,40700.0,36500.0,39200,6,20,11,1,40
3696,University of Vermont,VT,I,60600.0,45000.0,37000.0,45800,77000.0,58600.0,48600.0,59200,175,174,115,0,555
3771,Central Washington Univ.,WA,IIA,48300.0,35500.0,29200.0,40100,59600.0,44700.0,37400.0,50100,172,80,72,0,340
3775,Eastern Washington Univ.,WA,IIA,48000.0,40600.0,35200.0,42500,60100.0,51400.0,45100.0,53700,181,79,74,14,348
3777,Heritage College,WA,IIB,52414.45562671546,35900.0,31900.0,32200,65348.7648673376,43700.0,39200.0,39500,4,7,9,8,28
3778,Gonzaga University,WA,IIA,61600.0,42800.0,34500.0,42000,74100.0,52700.0,43200.0,51800,49,83,96,23,251
3785,Pacific Lutheran University,WA,IIA,49400.0,40900.0,35100.0,42200,61700.0,51300.0,43400.0,52700,78,88,63,0,229
3788,Seattle Pacific University,WA,IIA,45700.0,38800.0,33500.0,39000,56300.0,48500.0,42200.0,48500,50,48,34,7,144
3790,Seattle University,WA,IIA,56500.0,47600.0,40800.0,45800,67400.0,57200.0,49500.0,55100,53,88,69,14,237
3794,Saint Martin's College,WA,IIB,37800.0,34700.0,30300.0,32500,44100.0,41800.0,36000.0,38600,7,14,28,1,50
3797,University of Puget Sound,WA,IIB,62300.0,46900.0,38900.0,51600,78800.0,59900.0,49500.0,65500,80,44,51,0,175
3798,University of Washington,WA,I,68300.0,48500.0,42100.0,55500,83800.0,60600.0,52400.0,68700,893,472,352,11,1906
3799,Walla Walla College,WA,IIB,33300.0,31400.0,30000.0,31200,40300.0,38200.0,36700.0,37900,45,20,36,13,117
3800,Washington State University,WA,I,59700.0,44700.0,39300.0,47000,73400.0,55900.0,48800.0,58400,337,281,279,62,965
3802,Western Washington Univ.,WA,IIA,53700.0,44400.0,37100.0,46200,66500.0,55300.0,46100.0,57300,153,141,67,6,385
3803,Whitman College,WA,IIB,56800.0,45100.0,37200.0,47600,71700.0,57100.0,46800.0,60200,37,32,23,1,93
3804,Whitworth College,WA,IIB,42600.0,34900.0,27900.0,34500,51300.0,42600.0,34500.0,42000,26,39,18,10,93
8155,Evergreen State College,WA,IIB,52414.45562671546,41639.555555555555,35192.70008795075,43000,65348.7648673376,52379.28888888889,44211.257695690416,54100,0,0,0,0,154
3832,Alverno College,WI,IIB,43800.0,35200.0,28200.0,31400,51100.0,41100.0,33200.0,36800,9,31,74,0,114
3835,Beloit College,WI,IIB,52100.0,40900.0,35700.0,45300,66000.0,51200.0,42800.0,56500,42,15,22,1,80
3839,Carthage College,WI,IIB,43400.0,37400.0,31900.0,37100,55600.0,48500.0,40600.0,47500,28,18,35,0,81
3842,Concordia Univ. Wisconsin,WI,IIB,41600.0,39100.0,34000.0,34800,50700.0,50900.0,43400.0,44300,10,14,35,1,74
3854,Lakeland College,WI,IIB,40600.0,41639.555555555555,32100.0,32900,48900.0,52379.28888888889,38400.0,39300,11,3,19,8,46
3856,Lawrence University,WI,IIB,57000.0,42500.0,36400.0,46200,69100.0,52100.0,43900.0,56100,42,28,31,3,104
3861,Marian Coll.of Fond du Lac,WI,IIB,44000.0,37100.0,30200.0,33400,54800.0,46400.0,37300.0,41400,9,17,41,4,71
3863,Marquette University,WI,I,70500.0,52100.0,42600.0,52700,88400.0,66200.0,52500.0,66200,94,238,151,0,483
3868,Milwaukee School of Engrg.,WI,IIB,48400.0,41100.0,35300.0,43900,60900.0,52200.0,42700.0,55100,56,27,20,0,103
3869,Mount Mary College,WI,IIB,39300.0,32700.0,28200.0,31200,49300.0,39300.0,32700.0,37100,8,19,19,6,52
3875,Northland College,WI,IIB,37500.0,29600.0,27100.0,32500,45800.0,35400.0,34400.0,39700,19,15,7,2,44
3884,Ripon College,WI,IIB,49100.0,38000.0,32000.0,40900,61900.0,47900.0,40100.0,51500,28,23,17,1,69
3892,St. Norbert College,WI,IIB,54600.0,44500.0,35300.0,41500,71200.0,58500.0,45700.0,54100,15,45,42,7,109
3895,Univ. Wisconsin-Madison,WI,I,66600.0,49800.0,43900.0,57300,83100.0,62800.0,56600.0,72100,918,287,360,30,1641
3896,Univ. Wisconsin-Milwaukee,WI,I,60400.0,46500.0,42100.0,49500,76100.0,59800.0,54400.0,63200,267,306,192,2,797
3899,Univ. Wisconsin-Green Bay,WI,IIA,49800.0,41700.0,35600.0,41900,63800.0,54100.0,46800.0,54300,52,55,35,3,157
3911,Viterbo College,WI,IIB,44800.0,36600.0,31600.0,34400,55300.0,44100.0,39500.0,42300,10,23,28,10,71
3915,Univ. Wisconsin-Stout,WI,IIA,50200.0,39400.0,34900.0,41200,64200.0,51300.0,46000.0,53600,121,71,69,6,300
3917,Univ. Wisconsin-Eau Claire,WI,IIA,48900.0,41000.0,37200.0,42800,62700.0,53300.0,48700.0,55500,167,126,112,12,417
3919,Univ. Wisconsin-La Crosse,WI,IIA,51100.0,42400.0,38400.0,43000,65300.0,54900.0,50200.0,55600,128,103,90,8,369
3921,Univ. Wisconsin-Platteville,WI,IIA,51700.0,41700.0,35700.0,43700,66100.0,54200.0,47000.0,56500,94,57,58,0,221
3923,Univ. Wisconsin-River Falls,WI,IIA,48500.0,39900.0,34000.0,42000,62200.0,51900.0,44900.0,54500,112,57,57,2,238
3924,Univ. Wisconsin-Stevens Pnt.,WI,IIA,51600.0,42300.0,35300.0,43700,65800.0,54800.0,46400.0,56500,138,104,84,5,344
3925,Univ. Wisconsin-Superior,WI,IIA,50100.0,41000.0,34800.0,43200,64200.0,53300.0,45900.0,56100,42,26,19,5,97
3926,Univ. Wisconsin-Whitewater,WI,IIA,52500.0,43400.0,36800.0,43200,67000.0,56200.0,48300.0,55900,127,103,99,5,379
5015,Univ. Wisconsin-Parkside,WI,IIA,53500.0,42700.0,39100.0,43400,68000.0,55300.0,51000.0,56100,49,58,37,1,163
9630,Univ. Wisconsin-Oshkosh,WI,IIA,54100.0,43500.0,37400.0,43900,68800.0,56200.0,49000.0,56700,104,108,130,4,356
3806,Alderson Broaddus College,WV,IIB,38500.0,31500.0,27200.0,29900,50700.0,40200.0,34900.0,38600,9,18,25,11,63
3808,Bethany College,WV,IIB,39700.0,34800.0,28600.0,34000,50100.0,48500.0,35800.0,43300,21,6,23,0,50
3809,Bluefield State College,WV,IIB,40900.0,31500.0,26800.0,31000,48300.0,38800.0,34100.0,38400,23,22,34,12,91
3810,Concord College,WV,IIB,40000.0,34200.0,28400.0,32500,50500.0,43800.0,37200.0,42000,29,18,35,12,94
3811,Davis and Elkins College,WV,IIB,37300.0,30500.0,25900.0,29900,48000.0,38800.0,33900.0,38600,14,10,14,7,46
3812,Fairmont State College,WV,IIB,43200.0,36200.0,31700.0,36100,52600.0,44600.0,39400.0,44500,57,44,45,27,173
3813,Glenville State College,WV,IIB,39600.0,32500.0,27400.0,29800,48400.0,40500.0,34100.0,37100,12,17,28,16,75
3815,Marshall University,WV,IIA,47700.0,39000.0,30900.0,39000,57600.0,47800.0,38400.0,47700,144,121,102,30,397
3818,University of Charleston,WV,IIB,38500.0,34700.0,32400.0,33300,48400.0,44000.0,41300.0,42300,10,21,21,15,67
3820,Salem-Teikyo University,WV,IIB,42200.0,35300.0,30500.0,30600,50900.0,42900.0,36800.0,36900,6,11,17,16,50
3822,Shepherd College,WW,VIIB,41500.0,34800.0,31200.0,34200,50800.0,42100.0,38300.0,41800,27,31,33,14,115
3823,West Liberty State College,WV,IIB,41700.0,32700.0,23500.0,33700,51300.0,40400.0,29400.0,41700,42,62,18,7,130
3825,West Virginia Inst. of Tech.,WV,IIB,40800.0,34000.0,29700.0,34900,50200.0,41900.0,36900.0,43100,54,43,29,11,137
3827,West Virginia University,WV,I,53500.0,43100.0,36100.0,43900,64200.0,52100.0,43800.0,52900,335,237,272,22,895
3830,West Virginia Wesleyan Coll.,WV,IIB,44100.0,38300.0,33900.0,38300,57200.0,49400.0,43400.0,49500,25,22,24,3,74
3831,Wheeling Jesuit College,WV,IIB,40300.0,34800.0,28200.0,31500,48600.0,41600.0,34800.0,38100,8,20,25,12,65
3932,University of Wyoming,WY,I,53900.0,41000.0,37400.0,44500,65800.0,50700.0,46400.0,54900,241,154,164,2,591
